wav_filename,mp4_filename,dialogue_id,utterance_id,emotion,text
dia897_utt0.wav,dia897_utt0.mp4,897,0,anger,"Oh, but its made her so happy."
dia665_utt18.wav,dia665_utt18.mp4,665,18,anger,I know! Why dont you get drunk! That worked for a lot of girls in my high school.
dia1012_utt5.wav,dia1012_utt5.mp4,1012,5,anger,Shh!
dia119_utt12.wav,dia119_utt12.mp4,119,12,anger,I did
dia424_utt12.wav,dia424_utt12.mp4,424,12,anger,"On the other hand, if she wasnt kidding, shes not fun, shes stupid, and kind of a racist."
dia63_utt5.wav,dia63_utt5.mp4,63,5,anger,You cant wear that! Im wearing the famous tux! James Bonds tux!
dia884_utt13.wav,dia884_utt13.mp4,884,13,anger,"Look, Joey, Kathy is clearly not fulfilling your emotional needs."
dia448_utt2.wav,dia448_utt2.mp4,448,2,anger,"""Im Monica."
dia274_utt7.wav,dia274_utt7.mp4,274,7,anger,"Dude, this isnt funny!"
dia761_utt5.wav,dia761_utt5.mp4,761,5,anger,Ow! Ow! Ow!
dia1025_utt10.wav,dia1025_utt10.mp4,1025,10,anger,"I dont wanna make any mistakes, alright?"
dia184_utt13.wav,dia184_utt13.mp4,184,13,anger,And you weren't going to tell us? How did you think you were    gonna get away with that?
dia99_utt7.wav,dia99_utt7.mp4,99,7,anger,"The wedding is off, sloppy and immature!"
dia658_utt11.wav,dia658_utt11.mp4,658,11,anger,"Oh, God, just do it!  Call her! Stop being so testosteroney!"
dia486_utt10.wav,dia486_utt10.mp4,486,10,anger,This sucks!
dia902_utt15.wav,dia902_utt15.mp4,902,15,anger,"Hey Chandler, you cant keep your hands off her for one second!"
dia572_utt10.wav,dia572_utt10.mp4,572,10,anger,Shes in labor! You like that you sick son of a bitch!
dia351_utt13.wav,dia351_utt13.mp4,351,13,anger,Well why not? So you can spend your time with this tramp?!
dia256_utt6.wav,dia256_utt6.mp4,256,6,anger,"And then also umm, Id be far away in the sea."
dia913_utt0.wav,dia913_utt0.mp4,913,0,anger,You're driving me crazy with that!
dia507_utt4.wav,dia507_utt4.mp4,507,4,anger,Am I out of control?
dia876_utt0.wav,dia876_utt0.mp4,876,0,anger,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!
dia51_utt9.wav,dia51_utt9.mp4,51,9,anger,"Wh, Ross what do you want from me?"
dia418_utt10.wav,dia418_utt10.mp4,418,10,anger,Cant you figure that out based on my date of birth?
dia154_utt7.wav,dia154_utt7.mp4,154,7,anger,What do I have to do to get some service?!
dia40_utt1.wav,dia40_utt1.mp4,40,1,anger,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.
dia895_utt8.wav,dia895_utt8.mp4,895,8,anger,Come on!
dia1025_utt7.wav,dia1025_utt7.mp4,1025,7,anger,Well youre whippin so slow! Cant you do it any faster?
dia503_utt11.wav,dia503_utt11.mp4,503,11,anger,"Nobody move!  Okay, you look that way; I'll look this way!"
dia758_utt2.wav,dia758_utt2.mp4,758,2,anger,She broke my arm.
dia148_utt0.wav,dia148_utt0.mp4,148,0,anger,"Ok, so it's just because it was my table, I have to buy a new one?"
dia509_utt11.wav,dia509_utt11.mp4,509,11,anger,And this is not the only hospital in this city and we have no problem toWhoa!
dia828_utt4.wav,dia828_utt4.mp4,828,4,anger,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds."
dia913_utt3.wav,dia913_utt3.mp4,913,3,anger,"Well, you suck! But at least you suck at a man's game now."
dia64_utt11.wav,dia64_utt11.mp4,64,11,anger,Does calling it not mean anything anymore?!
dia456_utt7.wav,dia456_utt7.mp4,456,7,anger,"Phoebe, I asked you to guard the ring!"
dia118_utt4.wav,dia118_utt4.mp4,118,4,anger,Its not a real game! I made it up!
dia572_utt12.wav,dia572_utt12.mp4,572,12,anger,See? See? It was because you were looking fat pervert!
dia743_utt0.wav,dia743_utt0.mp4,743,0,anger,Count in our heads as-as good
dia49_utt2.wav,dia49_utt2.mp4,49,2,anger,"Especially by that professor we ran into last night, Judgey von Holierthanthou."
dia626_utt4.wav,dia626_utt4.mp4,626,4,anger,"Oh, dont thank me, thank the jerk that never showed up. Okay, I gotta get to get to work."
dia885_utt3.wav,dia885_utt3.mp4,885,3,anger,"Oh, come on! Ill give you ten free"
dia153_utt11.wav,dia153_utt11.mp4,153,11,anger,You dont play the oboe!
dia696_utt4.wav,dia696_utt4.mp4,696,4,anger,She just called and said that she was gonna be working late!
dia699_utt8.wav,dia699_utt8.mp4,699,8,anger,It was my quarter!
dia29_utt7.wav,dia29_utt7.mp4,29,7,anger,You are not supposed to give people advice!
dia51_utt5.wav,dia51_utt5.mp4,51,5,anger,You had no
dia366_utt2.wav,dia366_utt2.mp4,366,2,anger,"I'm like the bing, bing, bing."
dia888_utt1.wav,dia888_utt1.mp4,888,1,anger,"Dude, if you go back out there, youre gonna be Dead Ross!"
dia147_utt11.wav,dia147_utt11.mp4,147,11,anger,"Ok, ok, now what is wrong with my"
dia828_utt6.wav,dia828_utt6.mp4,828,6,anger,"No suds, no save. Ok?"
dia676_utt14.wav,dia676_utt14.mp4,676,14,anger,"Yeah, well that's how mad I am!!"
dia455_utt8.wav,dia455_utt8.mp4,455,8,anger,"Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't."
dia173_utt8.wav,dia173_utt8.mp4,173,8,anger,Sing!!
dia317_utt13.wav,dia317_utt13.mp4,317,13,anger,"When we make plans, I expect you to show up."
dia148_utt3.wav,dia148_utt3.mp4,148,3,anger,How'd you get to that?
dia15_utt6.wav,dia15_utt6.mp4,15,6,anger,I knew that was him!
dia867_utt1.wav,dia867_utt1.mp4,867,1,anger,I have a bone to pick with you.
dia374_utt9.wav,dia374_utt9.mp4,374,9,anger,I mean youre not the only ones on your honeymoon!
dia12_utt11.wav,dia12_utt11.mp4,12,11,anger,Why did I have to start working out again?  Damn you 15s!
dia29_utt6.wav,dia29_utt6.mp4,29,6,anger,"Chandler, we have talked about this."
dia926_utt4.wav,dia926_utt4.mp4,926,4,anger,"No, no, I keep trying, yknow?"
dia945_utt6.wav,dia945_utt6.mp4,945,6,anger,Hi! Is my misery amusing to you?
dia232_utt7.wav,dia232_utt7.mp4,232,7,anger,What is it? Is there something fundamentally unmarriable about me?
dia939_utt0.wav,dia939_utt0.mp4,939,0,anger,Hey!
dia888_utt2.wav,dia888_utt2.mp4,888,2,anger,I dont care! I am not quitting! I insist on finishing this game!
dia456_utt11.wav,dia456_utt11.mp4,456,11,anger,It was the ring!
dia367_utt0.wav,dia367_utt0.mp4,367,0,anger,You win.
dia780_utt2.wav,dia780_utt2.mp4,780,2,anger,Why have you been following me?
dia1007_utt11.wav,dia1007_utt11.mp4,1007,11,anger,Its too late!
dia493_utt12.wav,dia493_utt12.mp4,493,12,anger,No you dont!
dia696_utt6.wav,dia696_utt6.mp4,696,6,anger,That's it!
dia947_utt4.wav,dia947_utt4.mp4,947,4,anger,"Either eat it, or be in it."
dia794_utt3.wav,dia794_utt3.mp4,794,3,anger,"Oh yeah, I said Rachels name, but it didnt mean anything, Okay?"
dia339_utt3.wav,dia339_utt3.mp4,339,3,anger,Enough!
dia727_utt6.wav,dia727_utt6.mp4,727,6,anger,"No, you messed it up. Youre stupid."
dia483_utt9.wav,dia483_utt9.mp4,483,9,anger,Nngghhh!!!!!!!
dia841_utt16.wav,dia841_utt16.mp4,841,16,anger,Im gonna go tell Joey that  that youre back. I was really worried about you.
dia554_utt1.wav,dia554_utt1.mp4,554,1,anger,Is someone there?
dia527_utt0.wav,dia527_utt0.mp4,527,0,anger,Get out of here you lurker!  Go on! Get!
dia770_utt11.wav,dia770_utt11.mp4,770,11,anger,"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?"
dia356_utt17.wav,dia356_utt17.mp4,356,17,anger,"I needed a plan, a plan to get over my man."
dia943_utt1.wav,dia943_utt1.mp4,943,1,anger,"Oh, maybe thesell taste a little like your grandmothers."
dia1005_utt20.wav,dia1005_utt20.mp4,1005,20,anger,Go!
dia475_utt0.wav,dia475_utt0.mp4,475,0,anger,"I can't believe it's raining again! Oh, it's so unfair!!!"
dia704_utt4.wav,dia704_utt4.mp4,704,4,anger,"I'm sorry, I'm sorry, you're right.  Come on, do it, do it, go, come on!!!"
dia596_utt21.wav,dia596_utt21.mp4,596,21,anger,Hey! Its Porsche!!
dia454_utt2.wav,dia454_utt2.mp4,454,2,anger,Fine! Then you tell Roger because he was really looking forward to this!
dia793_utt5.wav,dia793_utt5.mp4,793,5,anger,"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?"
dia745_utt11.wav,dia745_utt11.mp4,745,11,anger,"Yes, it was! It was him! Uh huh!  Okay, it was me!"
dia83_utt2.wav,dia83_utt2.mp4,83,2,anger,Who in the hell are you?
dia351_utt12.wav,dia351_utt12.mp4,351,12,anger,But I didnt want to.
dia707_utt11.wav,dia707_utt11.mp4,707,11,anger,Set it down over there and then you can make a contribution!
dia39_utt16.wav,dia39_utt16.mp4,39,16,anger,"Y'know ah, I-I dont know why my character likes you either, I mean it says in the script here that youre a bitch."
dia206_utt15.wav,dia206_utt15.mp4,206,15,anger,Thanks a lot.
dia448_utt1.wav,dia448_utt1.mp4,448,1,anger,You know what else Im not gonna miss?
dia839_utt11.wav,dia839_utt11.mp4,839,11,anger,And stop using my name!
dia770_utt9.wav,dia770_utt9.mp4,770,9,anger,"Oh, I'm sorry, am I getting in the way of all the room switching fun?"
dia936_utt20.wav,dia936_utt20.mp4,936,20,anger,"Yknow what? No. Its not over until someone says, ""I do."""
dia295_utt16.wav,dia295_utt16.mp4,295,16,anger,"I dont have time to convince you because hes only here for four hours, and Im gonna go see him!"
dia794_utt10.wav,dia794_utt10.mp4,794,10,anger,"You spend half your life in the bathroom, why dont you ever go out the bloody window!"
dia312_utt9.wav,dia312_utt9.mp4,312,9,anger,Noo!
dia482_utt9.wav,dia482_utt9.mp4,482,9,anger,Fine!  But please God.. tell me how to stop them from going off!
dia666_utt11.wav,dia666_utt11.mp4,666,11,anger,The fake kind!
dia317_utt15.wav,dia317_utt15.mp4,317,15,anger,"Yknow boyfriends and girlfriends come and go, but this  is for life!"
dia615_utt13.wav,dia615_utt13.mp4,615,13,anger,"...I accept all those flaws, why can't you accept me for this?"
dia761_utt8.wav,dia761_utt8.mp4,761,8,anger,Fine!
dia670_utt7.wav,dia670_utt7.mp4,670,7,anger,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!"
dia256_utt13.wav,dia256_utt13.mp4,256,13,anger,Get out!!
dia700_utt3.wav,dia700_utt3.mp4,700,3,anger,No!
dia89_utt11.wav,dia89_utt11.mp4,89,11,anger,Come on!
dia328_utt4.wav,dia328_utt4.mp4,328,4,anger,"And you! I throw myself at you and you say no, how gay are you?"
dia482_utt2.wav,dia482_utt2.mp4,482,2,anger,We found your fire alarm in the trash chute.
dia884_utt8.wav,dia884_utt8.mp4,884,8,anger,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!
dia623_utt2.wav,dia623_utt2.mp4,623,2,anger,I called the company that sent and th-they dont care!
dia498_utt5.wav,dia498_utt5.mp4,498,5,anger,"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!"""
dia405_utt1.wav,dia405_utt1.mp4,405,1,anger,I can't take it anymore.
dia509_utt10.wav,dia509_utt10.mp4,509,10,anger,Id have to say I really dont care for your tone.
dia466_utt15.wav,dia466_utt15.mp4,466,15,anger,...Now
dia207_utt18.wav,dia207_utt18.mp4,207,18,anger,What do you want me to do? Just sit here silently while you three have a conversation?
dia175_utt5.wav,dia175_utt5.mp4,175,5,anger,"What, what, what is it with you and this holiday?"
dia366_utt5.wav,dia366_utt5.mp4,366,5,anger,"Oh, my god, I'm so sorry. Are you ok?"
dia354_utt14.wav,dia354_utt14.mp4,354,14,anger,That's terrible.
dia908_utt13.wav,dia908_utt13.mp4,908,13,anger,Joey!
dia329_utt1.wav,dia329_utt1.mp4,329,1,anger,Look! This is ridiculous. We should be packing you!!
dia431_utt13.wav,dia431_utt13.mp4,431,13,anger,"""Well, it's right by my house, all right!"""
dia113_utt1.wav,dia113_utt1.mp4,113,1,anger,Do you always have to bring him here?
dia983_utt2.wav,dia983_utt2.mp4,983,2,anger,Joey! The wedding is in less than an hour!
dia874_utt8.wav,dia874_utt8.mp4,874,8,anger,"Oh, you think I should give up the bag!"
dia698_utt2.wav,dia698_utt2.mp4,698,2,anger,You still love me?
